class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-1,0.135399518,0.057555387,0.141468559,0.147569471,0.133234047,0.260162643,0.275678912,0.258243006,0.144674509,0.136488071,0.244454505,0.074261449,0.26841638,0.276613826,0.091619527,0.172606759,0.134130842,0.130656737,0.148627781,0.14673022,0.16387846,0.071928941,0.179980095,0.211039364,0.132324767,0.243987586,0.227545224,0.220172062,0.169992139,0.151741438
-1,0.243821944,0.155177444,0.24112325,0.307863719,0.150177379,0.116070411,0.125721592,0.194008124,0.170673811,0.154764211,0.191089145,0.09481135,0.167240836,0.210378833,0.117818848,0.072504944,0.073126923,0.173744963,0.108267834,0.131792813,0.254125974,0.153023827,0.243834875,0.321994568,0.159060915,0.10772552,0.121618098,0.243011474,0.160015422,0.178921477
-1,0.187336057,0.148948887,0.189319183,0.224190794,0.15590634,0.189436492,0.229231556,0.283841665,0.156425065,0.1315023,0.210416373,0.081598119,0.181132114,0.21434071,0.111311685,0.178241154,0.12092804,0.214185446,0.140772195,0.136905033,0.192388692,0.133950896,0.187954327,0.225818188,0.148917997,0.196707906,0.181985514,0.254833941,0.168746305,0.14129181
-1,0.089110697,0.117157632,0.092659323,0.059011958,0.166247898,0.275847244,0.229907214,0.191473827,0.161029662,0.175178112,0.114707814,0.098311996,0.11161779,0.050906583,0.135229703,0.272149473,0.146515222,0.159359142,0.305975922,0.226183845,0.099812672,0.11403253,0.099939022,0.061521063,0.177448999,0.329230842,0.227625038,0.221470715,0.254267958,0.228900229
-1,0.207037472,0.107799992,0.211007489,0.259228875,0.153019016,0.168734739,0.246594676,0.248245372,0.146681611,0.138307136,0.229179351,0.086889976,0.230402173,0.230879545,0.223037002,0.117435636,0.192509583,0.210400705,0.11782844,0.164302845,0.197317281,0.093804065,0.201181661,0.22319716,0.15197004,0.10188007,0.173336363,0.182766087,0.11841454,0.132846894
-1,0.143135479,0.132978144,0.145303421,0.107439468,0.219677896,0.243369632,0.22143004,0.216921561,0.190664829,0.201656675,0.114070157,0.111545095,0.105833728,0.074894465,0.164250939,0.179843791,0.140025287,0.14299055,0.163679599,0.183926853,0.152585252,0.150577717,0.153994535,0.118410131,0.22319161,0.293915831,0.261456954,0.220623644,0.224903866,0.242512826
-1,0.224474949,0.181051934,0.225170661,0.25056179,0.174024909,0.166944083,0.169192273,0.212308155,0.17534672,0.162722284,0.16297423,0.103652982,0.162409935,0.158868178,0.100942751,0.079494016,0.091956997,0.139794308,0.110730476,0.084371307,0.241437839,0.187618793,0.244101588,0.274341653,0.192253656,0.154318977,0.197660058,0.261931345,0.184945028,0.174527181
-1,0.163541209,0.18305504,0.16469177,0.135026476,0.212055318,0.24434034,0.136362671,0.166526689,0.208157605,0.204777927,0.20645651,0.179022919,0.190988507,0.145640359,0.199806261,0.168970312,0.098438725,0.188941448,0.116564758,0.203226377,0.174587473,0.185111326,0.170903794,0.148601568,0.213860014,0.213915373,0.135663526,0.204585421,0.187148854,0.23280991
-1,0.14283953,0.17662919,0.147159643,0.111871079,0.209127443,0.264333194,0.249307904,0.239709882,0.205183824,0.187055101,0.099827462,0.119993501,0.109769363,0.06402229,0.119791348,0.179946161,0.129486987,0.147354858,0.15484099,0.129674039,0.146016112,0.186203042,0.151159834,0.11281503,0.202826195,0.28903318,0.25151078,0.249486827,0.236141039,0.19972675
-1,0.098339795,0.13978108,0.101440416,0.073570457,0.139950195,0.235471088,0.218958742,0.157272071,0.127314389,0.149890941,0.069669414,0.137544954,0.06682038,0.045268695,0.107336279,0.266372474,0.202696557,0.12362981,0.092849657,0.250440363,0.102175036,0.177056286,0.099836726,0.077976963,0.158522536,0.406691773,0.370370436,0.192255542,0.169155311,0.27769352
-1,0.240940459,0.257505207,0.236424934,0.235026993,0.18452546,0.124895692,0.06055934,0.116575559,0.182616818,0.197411419,0.169300006,0.194573138,0.154000011,0.145972832,0.115274825,0.065193078,0.054923777,0.124886398,0.144397204,0.144025359,0.247609041,0.281002234,0.24119855,0.240207332,0.192531349,0.113612857,0.093189137,0.165361904,0.217653348,0.215547554
-1,0.182215606,0.152191915,0.18311079,0.17664693,0.167639117,0.185772149,0.140290351,0.177929141,0.169020115,0.161809425,0.173242869,0.123952603,0.17088216,0.149837251,0.126770915,0.219297127,0.106896691,0.16193306,0.152475823,0.150636721,0.202291954,0.173716906,0.20418228,0.208319018,0.17473034,0.31545141,0.19443952,0.23037348,0.21495005,0.205199473
-1,0.136101806,0.12971677,0.143881637,0.156170148,0.103389943,0.217301725,0.17894247,0.185145653,0.135232166,0.12758958,0.201219672,0.276090564,0.326339658,0.197656214,0.042395823,0.275476304,0.209348277,0.317639139,0.209346684,0.286971874,0.127666618,0.11722297,0.139519266,0.131337032,0.079804038,0.134961156,0.109720204,0.138278182,0.110691155,0.123155496
-1,0.206069331,0.229399402,0.20636615,0.199322313,0.163302428,0.162215122,0.157701086,0.162668254,0.190818811,0.159897434,0.155528609,0.152752314,0.156715369,0.113943712,0.241615163,0.190061631,0.217814766,0.283297248,0.254861818,0.122864755,0.18783239,0.198314934,0.188629209,0.158262205,0.159386316,0.121830948,0.128206218,0.16035759,0.179277788,0.138600227
-1,0.130557458,0.158392415,0.13623309,0.107711192,0.160794547,0.271503057,0.246975782,0.177994315,0.156337022,0.168300064,0.05982322,0.121152004,0.081374737,0.043764411,0.116295941,0.263965047,0.173499668,0.16933802,0.122621733,0.242255265,0.122612411,0.167855653,0.134019154,0.092138485,0.170169827,0.357765204,0.280376166,0.231422487,0.167857783,0.230731649
-1,0.149932323,0.20921724,0.152674906,0.133064113,0.175603089,0.204800528,0.206282038,0.177122847,0.188710036,0.168135294,0.113169803,0.116095698,0.123268748,0.080416363,0.109989544,0.204464588,0.162153629,0.122949365,0.12592196,0.17743244,0.1544612,0.211142161,0.165771349,0.135075272,0.187554355,0.330314142,0.307681785,0.19458527,0.213514852,0.234474722
-1,0.205105707,0.207203999,0.202609908,0.187327541,0.206117269,0.125263259,0.126107659,0.171389733,0.176086097,0.190633368,0.195900373,0.188824489,0.185354447,0.151974286,0.151979783,0.075924021,0.092591907,0.169493155,0.129547641,0.091704423,0.22858445,0.237929411,0.223343684,0.220818344,0.221716033,0.127319211,0.172903592,0.247789598,0.207750278,0.194647356
